"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"723","Tiempo",47,"Albert Gonzalez","Albert Gonzalez feat. J.Beren feat. Kira Brown","Tiempo",20,"Chile",0.88,0.6,0,-8.21,1,0.0924,0.282,8.94e-05,0.0872,0.535,95.015,192000,4,"2019-04-05"
"724","Someone Else",44,"Mike Wit","Mike Wit feat. Carlota Mad","What The End of A Relationship Sounds Like",21,"Chile",0.609,0.734,5,-4.527,1,0.0419,0.522,4.46e-06,0.0721,0.572,109.925,218662,4,"2019-05-03"
"725","Con Altura",90,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",22,"Chile",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"726","Si Se Da",86,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",23,"Chile",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"727","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",24,"Chile",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"728","Hookah & Sheridan s",76,"Tommy Boysen","Tommy Boysen","Hookah & Sheridan s",25,"Chile",0.809,0.528,8,-6.886,0,0.12,0.353,5.86e-06,0.0897,0.491,103.923,195285,4,"2017-10-05"
"729","I Remember",30,"Jose De Mara","Jose De Mara feat. Crusy feat. Brian Cross","I Remember",26,"Chile",0.653,0.962,0,-3.483,1,0.0545,0.0268,0.0303,0.109,0.639,125.005,236160,4,"2019-05-13"
"730","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",27,"Chile",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"731","Apagar la luz (feat. Gustavo Elis)",43,"Polo Nandez","Polo Nandez feat. Gustavo Elis","Apagar la luz (feat. Gustavo Elis)",28,"Chile",0.445,0.78,0,-6.525,1,0.121,0.573,0,0.135,0.712,100.008,190081,3,"2019-05-10"
"732","La Romana",80,"Bad Bunny","Bad Bunny feat. El Alfa","X 100PRE",29,"Chile",0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,"2018-12-23"
"733","Feel The Gold",55,"GLDN","GLDN feat. Kevu","Feel The Gold",30,"Chile",0.616,0.762,0,-5.239,1,0.0369,0.0145,0.000907,0.336,0.513,104.99,157732,4,"2019-05-17"
"734","Desconocidos",71,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",31,"Chile",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"735","HP",91,"Maluma","Maluma","HP",32,"Chile",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-03-01"
"736","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",33,"Chile",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"737","Not Steady",74,"Paloma Mami","Paloma Mami","Not Steady",34,"Chile",0.876,0.444,8,-10.904,0,0.303,0.207,0.000827,0.105,0.339,92.011,190784,4,"2018-09-21"
"738","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",35,"Chile",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"739","Esclavo de Tus Besos",87,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",36,"Chile",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"740","Te Vi",88,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",37,"Chile",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"741","No Te Veo - Remix",78,"Casper Magico","Casper Magico feat. Anuel Aa","No Te Veo",38,"Chile",0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440,4,"2019-04-30"
"742","MY BLOOD",71,"Polimá Westcoast","Polimá Westcoast feat. Pablo Chill-E","MY BLOOD",39,"Chile",0.658,0.65,1,-5.866,1,0.0614,0.11,0,0.0839,0.397,159.917,180938,4,"2019-02-25"
"743","Que Le De",83,"Rauw Alejandro","Rauw Alejandro feat. Nicky Jam","Que Le De",40,"Chile",0.77,0.75,0,-2.715,1,0.0785,0.19,0,0.0618,0.609,99.997,225600,4,"2019-01-25"
"744","Baila Baila Baila",88,"Ozuna","Ozuna","Baila Baila Baila",41,"Chile",0.816,0.754,11,-2.75,0,0.111,0.0361,0,0.217,0.533,99.966,158400,4,"2019-01-05"
"745","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",42,"Chile",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"746","Reggaetón en lo Oscuro",77,"Wisin & Yandel","Wisin & Yandel","Los Campeones del Pueblo ""The Big Leagues""",43,"Chile",0.747,0.898,1,-3.683,1,0.0709,0.0613,1.66e-06,0.0886,0.689,91.97,208947,4,"2018-12-14"
"747","La Playa",83,"Myke Towers","Myke Towers","La Playa",44,"Chile",0.796,0.683,10,-2.754,0,0.15,0.108,0,0.107,0.353,140.108,207731,4,"2019-04-09"
"748","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",45,"Chile",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"749","Te Quiero Ver",70,"Ceaese","Ceaese feat. Utopiko feat. Polimá Westcoast feat. Young Cister","Utopia",46,"Chile",0.769,0.839,7,-3.765,0,0.0606,0.411,0,0.324,0.547,90.019,205189,4,"2018-08-16"
"750","La Cartera",80,"Farruko","Farruko feat. Bad Bunny","Gangalee",47,"Chile",0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,289907,4,"2019-04-26"
"751","A Solas - Remix",80,"Lunay","Lunay feat. Lyanno feat. Anuel Aa feat. Brytiago feat. Alex Rose","A Solas Remix",48,"Chile",0.618,0.743,6,-2.576,0,0.141,0.657,5.95e-06,0.143,0.589,180.021,273198,4,"2018-12-07"
"752","Date La Vuelta",83,"Luis Fonsi","Luis Fonsi feat. Sebastian Yatra feat. Nicky Jam","Date La Vuelta",49,"Chile",0.747,0.825,6,-2.903,1,0.0566,0.0487,0,0.107,0.866,94.006,219773,4,"2019-04-24"
"753","Rebota",84,"Guaynaa","Guaynaa","Rebota",50,"Chile",0.796,0.911,1,-1.998,1,0.285,0.188,0,0.499,0.918,180.128,204631,4,"2018-12-14"
"754","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",1,"Bolivia",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"755","Ganas",40,"D3llano","D3llano feat. Kira Brown feat. J. Parker","Ganas",2,"Bolivia",0.476,0.445,7,-10.239,0,0.387,0.448,7.13e-05,0.141,0.377,81.396,175243,4,"2019-02-15"
"756","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",3,"Bolivia",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"757","Desconocidos",87,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",4,"Bolivia",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"758","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",5,"Bolivia",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"759","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",6,"Bolivia",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"760","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",7,"Bolivia",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"761","Ella Quiere Beber - Remix",59,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",8,"Bolivia",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"762","Puntos Suspensivos",79,"Piso 21","Piso 21","Ubuntu",9,"Bolivia",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"763","Ya No Tiene Novio",80,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",10,"Bolivia",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"764","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",11,"Bolivia",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"765","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura",12,"Bolivia",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"766","Créeme",83,"Karol G","Karol G feat. Maluma","Créeme",13,"Bolivia",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"767","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",14,"Bolivia",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"768","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",15,"Bolivia",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"769","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",16,"Bolivia",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"770","Te Vi",88,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",17,"Bolivia",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"771","Amigos Con Derechos",81,"Reik","Reik feat. Maluma","Amigos Con Derechos",18,"Bolivia",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"772","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece",19,"Bolivia",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"773","BEBE (feat. Anuel Aa)",81,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",20,"Bolivia",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"774","Mala Mía",78,"Maluma","Maluma","Mala Mía",21,"Bolivia",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"775","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",22,"Bolivia",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"776","Me Voy",72,"Rombai","Rombai","Me Voy",23,"Bolivia",0.531,0.752,9,-3.33,0,0.2,0.214,0,0.145,0.884,192.443,177787,4,"2018-09-28"
"777","PPP",79,"Kevin Roldan","Kevin Roldan","PPP",24,"Bolivia",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"778","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables",25,"Bolivia",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"779","Sola",78,"Manuel Turizo","Manuel Turizo","Sola",26,"Bolivia",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"780","Por Perro",70,"Sebastian Yatra","Sebastian Yatra feat. Luis Figueroa feat. Lary Over","MANTRA",27,"Bolivia",0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,"2018-05-18"
"781","Ni Gucci Ni Prada",80,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",28,"Bolivia",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"782","Baby Girl (feat. Lalo Ebratt)",77,"Mario Bautista","Mario Bautista feat. Lalo Ebratt","Baby Girl (feat. Lalo Ebratt)",29,"Bolivia",0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"2018-08-17"
"783","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",30,"Bolivia",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"784","Déjalo",76,"Nacho","Nacho feat. Manuel Turizo","Déjalo",31,"Bolivia",0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"2018-11-30"
"785","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",32,"Bolivia",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"786","Quiere Beber",50,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",33,"Bolivia",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"787","Llegaste Tú",74,"CNCO","CNCO feat. Prince Royce","Llegaste Tú",34,"Bolivia",0.702,0.914,7,-2.934,0,0.0376,0.153,0,0.0625,0.563,96.991,190916,4,"2018-10-26"
"788","thank u, next",64,"Ariana Grande","Ariana Grande","thank u, next",35,"Bolivia",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"789","Está Rico",76,"Marc Anthony","Marc Anthony feat. Will Smith feat. Bad Bunny","Está Rico",36,"Bolivia",0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,215151,4,"2018-09-28"
"790","Déjala que vuelva (feat. Manuel Turizo)",70,"Piso 21","Piso 21 feat. Manuel Turizo","Ubuntu",37,"Bolivia",0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"2018-05-11"
"791","Chica Paranormal",75,"Paulo Londra","Paulo Londra","Chica Paranormal",38,"Bolivia",0.84,0.596,6,-4.319,0,0.0918,0.216,0,0.0897,0.71,139.937,221214,4,"2018-07-24"
"792","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)",39,"Bolivia",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"793","Sin Pijama",82,"Becky G","Becky G feat. Natti Natasha","Sin Pijama",40,"Bolivia",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"2018-04-20"
"794","Hipócrita",50,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",41,"Bolivia",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"795","Epa Wei",75,"Danny Ocean","Danny Ocean","Epa Wei",42,"Bolivia",0.688,0.82,6,-4.715,0,0.155,0.233,0,0.091,0.804,107.833,208254,4,"2018-08-10"
"796","Te Amo",76,"Piso 21","Piso 21 feat. Paulo Londra","Te Amo",43,"Bolivia",0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,201122,4,"2018-03-15"
"797","No Me Acuerdo",77,"Thalía","Thalía feat. Natti Natasha","Valiente",44,"Bolivia",0.837,0.784,7,-4.531,0,0.101,0.175,0,0.0897,0.748,94.036,217653,4,"2018-11-09"
"798","Nena Maldición (feat. Lenny Tavárez)",75,"Paulo Londra","Paulo Londra feat. Lenny Tavárez","Nena Maldición (feat. Lenny Tavárez)",45,"Bolivia",0.762,0.631,6,-4.837,1,0.0544,0.178,0,0.146,0.379,118.969,228875,4,"2018-01-30"
"799","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",46,"Bolivia",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"800","La Player (Bandolera)",79,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",47,"Bolivia",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"801","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",48,"Bolivia",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"802","Mocca",69,"Lalo Ebratt","Lalo Ebratt feat. Trapical","Mocca",49,"Bolivia",0.786,0.695,1,-5.343,0,0.353,0.185,0,0.123,0.591,97.957,200293,4,"2018-04-27"
"803","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",50,"Bolivia",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"804","La Cobra",75,"j mena","j mena","La Cobra",1,"Argentina",0.843,0.729,11,-4.138,0,0.342,0.0576,0,0.0267,0.472,172.017,188227,4,"2019-05-10"
"805","Tal Vez",90,"Paulo Londra","Paulo Londra","Tal Vez",2,"Argentina",0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483,4,"2019-04-03"
"806","Lo Prohibido",40,"Mike Wit","Mike Wit feat. D3llano feat. Life After Party feat. J. Parker","Lo Prohibido",3,"Argentina",0.633,0.677,7,-8.124,1,0.29,0.207,0,0.12,0.562,89.899,214667,4,"2018-08-10"
"807","Otro Trago",94,"Sech","Sech feat. Darell","Sueños",4,"Argentina",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"808","Pa Mí - Remix",87,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",5,"Argentina",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"809","Apagar la luz (feat. Gustavo Elis)",43,"Polo Nandez","Polo Nandez feat. Gustavo Elis","Apagar la luz (feat. Gustavo Elis)",6,"Argentina",0.445,0.78,0,-6.525,1,0.121,0.573,0,0.135,0.712,100.008,190081,3,"2019-05-10"
"810","Con Altura",90,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",7,"Argentina",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"811","Qué pasó?",42,"J.Beren","J.Beren feat. Nassim","Qué pasó?",8,"Argentina",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"812","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",9,"Argentina",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"813","Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",78,"Neo Pistea","Neo Pistea feat. Cro feat. Obie Wanshot feat. Ysy A feat. Cazzu feat. Khea feat. Lucho SSJ feat. Coqeéin Montana feat. Marcianos Crew feat. Duki","Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) [Remix]",10,"Argentina",0.882,0.777,5,-4.445,1,0.0504,0.354,0,0.135,0.533,121.985,456940,4,"2019-03-27"
"814","Tuyo",41,"J.Beren","J.Beren","Tuyo",11,"Argentina",0.811,0.881,7,-2.757,0,0.0405,0.183,0.00148,0.0651,0.649,99.987,175800,4,"2019-02-22"
"815","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",12,"Argentina",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"816","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",13,"Argentina",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"817","Secreto",90,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",14,"Argentina",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"818","HP",91,"Maluma","Maluma","HP",15,"Argentina",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-03-01"
"819","Tiempo",47,"Albert Gonzalez","Albert Gonzalez feat. J.Beren feat. Kira Brown","Tiempo",16,"Argentina",0.88,0.6,0,-8.21,1,0.0924,0.282,8.94e-05,0.0872,0.535,95.015,192000,4,"2019-04-05"
"820","Soltera - Remix",92,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",17,"Argentina",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"821","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",18,"Argentina",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"822","Pon Dem (Dancehall Edit)",25,"Sansixto","Sansixto feat. Sunministers feat. Richie Loop","Pon Dem",19,"Argentina",0.727,0.683,11,-5.56,0,0.355,0.256,2.07e-05,0.231,0.117,104.803,125714,4,"2019-05-04"
"823","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",20,"Argentina",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"824","22",76,"TINI","TINI feat. Greeicy","22",21,"Argentina",0.704,0.643,1,-4.705,0,0.0903,0.00807,0,0.0895,0.806,176.038,159188,4,"2019-05-03"
"825","Feel The Gold",55,"GLDN","GLDN feat. Kevu","Feel The Gold",22,"Argentina",0.616,0.762,0,-5.239,1,0.0369,0.0145,0.000907,0.336,0.513,104.99,157732,4,"2019-05-17"
"826","Desconocidos",71,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",23,"Argentina",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"827","Hope",40,"Mike Wit","Mike Wit","Hope",24,"Argentina",0.694,0.581,6,-7.382,1,0.0496,0.843,2.12e-06,0.0823,0.664,107.059,172722,4,"2019-04-12"
"828","Que Mas Pues - Remix",86,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",25,"Argentina",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"829","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",26,"Argentina",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"830","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece",27,"Argentina",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"831","Te Vi",88,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",28,"Argentina",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"832","Sin Culpa (feat. DrefQuila)",75,"Duki","Duki feat. DrefQuila","Sin Culpa (feat. DrefQuila)",29,"Argentina",0.641,0.652,8,-8.575,0,0.264,0.42,1.74e-06,0.094,0.406,175.022,244771,4,"2018-12-07"
"833","Contra La Pared",86,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",30,"Argentina",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"834","Cristina",73,"Sebastian Yatra","Sebastian Yatra","FANTASÍA",31,"Argentina",0.411,0.508,5,-4.342,1,0.0557,0.29,0,0.123,0.668,81.96,201627,3,"2019-04-12"
"835","Forever Alone",79,"Paulo Londra","Paulo Londra","Forever Alone",32,"Argentina",0.864,0.426,7,-8.392,0,0.0561,0.498,0.000228,0.145,0.477,129.954,215963,4,"2019-02-13"
"836","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",33,"Argentina",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"837","Baila Baila Baila - Remix",86,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",34,"Argentina",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"838","bad guy",100,"Billie Eilish","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",35,"Argentina",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"2019-03-29"
"839","Si Se Da",86,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",36,"Argentina",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"840","Esclavo de Tus Besos",87,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",37,"Argentina",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"841","Eclipse",71,"Lit Killah","Lit Killah","Eclipse",38,"Argentina",0.715,0.691,4,-5.405,0,0.111,0.413,0,0.166,0.381,93.024,208103,4,"2019-04-25"
"842","Rebota",84,"Guaynaa","Guaynaa","Rebota",39,"Argentina",0.796,0.911,1,-1.998,1,0.285,0.188,0,0.499,0.918,180.128,204631,4,"2018-12-14"
"843","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",40,"Argentina",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
